AccountTransaction_1.2.6.xml,AccountTransaction,TransactionDateTime,t_account_transaction,transaction_date_time,Date and time the transaction was recorded on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,TransactionDateTime,t_account_transaction,transaction_time,Date and time the transaction was recorded on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,TransactionDateTime,t_account_transaction,transaction_date,Date and time the transaction was recorded on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,TransactionDateTime,account_transaction,transaction_date_time,Date and time the transaction was recorded on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,TransactionDateTime,account_transaction_onr,transaction_date_time,Date and time the transaction was recorded on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,TransactionDateTime,hist_account_transaction,transaction_date_time,Date and time the transaction was recorded on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,ReplacedDate,account_transaction,replaced_date,Date and time the transaction was replaced on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,ReplacedDate,account_transaction_onr,replaced_date,Date and time the transaction was replaced on the account.
AccountTransaction_1.2.6.xml,AccountTransaction,ReplacedDate,hist_account_transaction,replaced_date,Date and time the transaction was replaced on the account.
Account_1.2.6.xml,Account,AccountBalanceDateTime,t_account,account_balance_date_time,Definition TBD
Account_1.2.6.xml,Account,AccountBalanceDateTime,t_account,account_balance_time,Definition TBD
Account_1.2.6.xml,Account,AccountBalanceDateTime,t_account,account_balance_date,Definition TBD
Account_1.2.6.xml,Account,AccountBalanceDateTime,account,account_balance_date_time,Definition TBD
AdmissionEvent_1.2.3.xml,AdmissionEvent,EventDateTime,t_admission_event,event_date_time,Date and time that the patient was admitted
AdmissionEvent_1.2.3.xml,AdmissionEvent,EventDateTime,admission_event_onr,event_date_time,Date and time that the patient was admitted
AdmissionEvent_1.2.3.xml,AdmissionEvent,ExpectedEventDateTime,t_admission_event,expected_event_date_time,Contains the date and time that the patient is expected to be admitted.
AdmissionEvent_1.2.3.xml,AdmissionEvent,ExpectedEventDateTime,t_admission_event,expected_event_time,Contains the date and time that the patient is expected to be admitted.
AdmissionEvent_1.2.3.xml,AdmissionEvent,ExpectedEventDateTime,t_admission_event,expected_event_date,Contains the date and time that the patient is expected to be admitted.
AdmissionEvent_1.2.3.xml,AdmissionEvent,ExpectedEventDateTime,admission_event,expected_event_date_time,Contains the date and time that the patient is expected to be admitted.
AdmissionEvent_1.2.3.xml,AdmissionEvent,ExpectedEventDateTime,admission_event_onr,expected_event_date_time,Contains the date and time that the patient is expected to be admitted.
BenefitPlan_1_1_7.xml,BenefitPlanOvertimeInformation,ContactUpdateDate,benefit_plan_overtime_information_onr,contact_update_date,The contact date of the benefit plan in standard date format.
Bill.xml,Bill,BillDateTime,bill,bill_date_time,Date and time the bill was created for the account.
CarePlan_1.2.8.xml,CarePlan,StartDate,t_care_plan,start_date,Contains the starting date of when the care plan is expected to begin.
CarePlan_1.2.8.xml,CarePlan,StartDate,care_plan,start_date,Contains the starting date of when the care plan is expected to begin.
CarePlan_1.2.8.xml,CarePlan,EndDate,t_care_plan,end_date,Contains the ending date of when the care plan is expected to be completed.
CarePlan_1.2.8.xml,CarePlan,EndDate,care_plan,end_date,Contains the ending date of when the care plan is expected to be completed.
Charge_1.2.6.xml,Charge,ServiceDateTime,t_charge,service_date_time,Date and time the service was actually performed.
Charge_1.2.6.xml,Charge,ServiceDateTime,t_charge,service_time,Date and time the service was actually performed.
Charge_1.2.6.xml,Charge,ServiceDateTime,charge,service_date_time,Date and time the service was actually performed.
